Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV03089,C00410,"P00383,P00480,P00270,P00216,P00544,P00075",24/12/2024,MK
INV03090,C00076,"P00225,P00205,P00061",04/10/2024,ST
INV03091,C01419,"P00250,P00424,P00251,P00338,P00055",20/05/2024,TKO
INV03092,C01327,"P00289,P00266,P00366,P00048,P00233",28/07/2025,ST
INV03093,C01186,"P00436,P00122,P00165",10/10/2025,MK
INV03094,C00632,"P00383,P00480,P00270,P00216,P00226",28/06/2025,MK
INV03095,C00308,"P00397,P00303,P00281",21/11/2025,ST
INV03096,C01412,"P00383,P00480,P00270,P00216,P00392",07/05/2024,TKO
INV03097,C00371,"P00476,P00101,P00174",13/04/2025,TKO
INV03098,C00298,"P00383,P00480,P00270,P00216,P00191,P00454",24/12/2025,ST
INV03099,C01484,"P00109,P00119,P00484,P00209",19/05/2025,MK
INV03100,C01130,"P00400,P00139,P00195",10/08/2025,CYB
INV03101,C01172,"P00151,P00100,P00037,P00065,P00390",20/10/2024,ST
INV03102,C00263,"P00139,P00217,P00546,P00003",03/03/2024,MK
INV03103,C01100,"P00227,P00032,P00421,P00210",25/02/2024,MK
INV03104,C01428,"P00215,P00345",22/10/2025,CYB
INV03105,C01081,"P00344,P00199",10/05/2024,ST
INV03106,C01408,"P00226,P00415,P00431",08/03/2024,TKO
INV03107,C00454,"P00308,P00506,P00491",08/01/2025,CYB
INV03108,C01039,"P00328,P00115",06/09/2025,MK
INV03109,C00594,"P00383,P00480,P00270,P00216,P00371,P00488",16/03/2024,ST
INV03110,C00045,P00361,08/12/2025,ST
INV03111,C00710,"P00081,P00354",28/11/2025,ST
INV03112,C01357,"P00383,P00480,P00270,P00216,P00298,P00435",08/02/2025,TKO
INV03113,C00187,"P00138,P00306,P00060",23/12/2024,CYB
INV03114,C00718,"P00356,P00495,P00143",15/08/2024,CYB
INV03115,C00582,"P00034,P00405,P00493",22/09/2025,CYB
INV03116,C00954,"P00252,P00034,P00354",01/06/2025,MK
INV03117,C01394,"P00437,P00217,P00186,P00220,P00244",01/03/2024,ST
INV03118,C01158,"P00383,P00480,P00270,P00216,P00130",18/06/2024,MK
INV03119,C00415,"P00426,P00356,P00208,P00375,P00520",16/11/2025,TKO
INV03120,C00638,"P00087,P00208,P00055,P00464,P00431",22/12/2024,ST
INV03121,C01443,"P00473,P00215",14/04/2024,CYB
INV03122,C01184,"P00229,P00451,P00365",22/01/2025,CYB
INV03123,C00340,P00207,03/09/2024,TKO
INV03124,C00284,P00533,11/02/2024,MK
INV03125,C00175,"P00360,P00119,P00189",28/12/2024,CYB
INV03126,C01379,P00508,22/05/2024,ST
INV03127,C01118,"P00383,P00480,P00270,P00216,P00097",21/04/2025,TKO
INV03128,C00289,"P00174,P00188,P00005",22/12/2024,CYB
INV03129,C00185,"P00383,P00480,P00270,P00216,P00026,P00463",02/07/2025,CYB
INV03130,C00943,P00235,24/08/2024,CYB
INV03131,C00501,"P00069,P00299",01/11/2024,CYB
INV03132,C01215,"P00395,P00423",02/02/2025,CYB
INV03133,C00111,P00198,22/11/2024,MK
INV03134,C01333,"P00291,P00034,P00540,P00293,P00172",28/11/2024,ST
INV03135,C00976,"P00114,P00265,P00081,P00407,P00446",30/04/2024,CYB
INV03136,C00585,"P00307,P00085,P00345,P00475,P00266",11/11/2024,TKO
INV03137,C01304,P00382,27/06/2025,TKO
INV03138,C00948,"P00383,P00480,P00270,P00216,P00309",13/05/2025,ST
INV03139,C00880,"P00383,P00480,P00270,P00216",22/01/2024,TKO
INV03140,C00314,"P00354,P00114,P00032",08/07/2024,ST
INV03141,C01331,"P00142,P00413",26/02/2025,ST
INV03142,C01465,"P00018,P00174",21/02/2024,MK
INV03143,C01067,"P00258,P00176,P00468,P00445",11/10/2025,CYB
INV03144,C00068,P00540,16/11/2025,TKO
INV03145,C00558,"P00352,P00436,P00039,P00451,P00253",28/06/2025,CYB
INV03146,C01445,"P00288,P00470",18/02/2024,MK
INV03147,C00802,"P00337,P00461,P00244",03/04/2024,MK
INV03148,C01058,"P00383,P00480,P00270,P00216",14/02/2025,MK
INV03149,C00442,"P00535,P00017",03/04/2025,CYB
INV03150,C00579,"P00194,P00229,P00164,P00064,P00057",23/09/2024,CYB
INV03151,C00797,"P00521,P00303,P00286,P00477,P00438",01/11/2024,MK
INV03152,C00360,"P00383,P00480,P00270,P00216,P00360,P00206",26/12/2024,CYB
INV03153,C01379,"P00417,P00313,P00370",12/06/2024,TKO
INV03154,C01462,"P00383,P00480,P00270,P00216,P00476,P00039",14/09/2024,TKO
INV03155,C01163,P00023,04/07/2025,ST
INV03156,C01485,"P00383,P00480,P00270,P00216",23/08/2025,MK
INV03157,C00648,"P00323,P00102,P00547,P00476",24/09/2024,CYB
INV03158,C00428,"P00087,P00236,P00231",22/05/2024,ST
INV03159,C00616,P00292,10/05/2024,TKO
INV03160,C01339,"P00383,P00480,P00270,P00216,P00033,P00296",09/06/2025,CYB
INV03161,C00404,"P00479,P00048",04/09/2025,MK
INV03162,C00755,P00325,21/10/2024,MK
INV03163,C00403,"P00383,P00480,P00270,P00216",03/09/2025,CYB
INV03164,C00986,P00047,15/02/2025,ST
INV03165,C00456,"P00062,P00510,P00356",24/02/2025,CYB
INV03166,C00095,"P00383,P00480,P00270,P00216,P00354,P00154",15/08/2024,CYB
INV03167,C00625,"P00087,P00510,P00439",03/04/2024,MK
INV03168,C01063,"P00301,P00235,P00316,P00334,P00140",23/06/2025,CYB
INV03169,C00753,"P00348,P00477",03/05/2024,TKO
INV03170,C00928,"P00383,P00480,P00270,P00216,P00066",02/07/2024,MK
INV03171,C00665,"P00067,P00199,P00220",21/10/2024,CYB
INV03172,C01425,"P00239,P00021",27/09/2024,CYB
INV03173,C01458,"P00383,P00480,P00270,P00216,P00134,P00060",29/01/2025,TKO
INV03174,C01199,"P00383,P00480,P00270,P00216",23/02/2025,TKO
INV03175,C00521,"P00373,P00255,P00164,P00501,P00467",26/08/2025,CYB
INV03176,C01297,P00086,03/01/2025,MK
INV03177,C00618,"P00427,P00054",07/03/2024,ST
INV03178,C00922,"P00483,P00369,P00416,P00281,P00126",18/09/2024,TKO
INV03179,C00753,"P00318,P00516",29/08/2025,ST
INV03180,C00649,P00395,16/05/2024,ST
INV03181,C00476,P00269,29/01/2025,MK
INV03182,C00947,"P00040,P00355,P00267,P00126,P00129",12/03/2025,MK
INV03183,C01172,P00267,01/03/2024,CYB
INV03184,C00564,P00452,22/11/2024,CYB
INV03185,C00148,"P00383,P00480,P00270,P00216,P00346,P00280",14/12/2024,ST
INV03186,C01434,"P00383,P00480,P00270,P00216",30/09/2024,MK
INV03187,C01019,"P00469,P00269",11/02/2025,ST
INV03188,C01399,"P00369,P00251",19/01/2024,MK
INV03189,C00118,"P00064,P00370",24/12/2025,MK
INV03190,C01032,"P00276,P00253,P00202,P00408",20/01/2025,TKO
INV03191,C00107,"P00100,P00190,P00331,P00460",02/04/2024,CYB
INV03192,C01167,"P00192,P00076,P00538,P00469,P00384",10/02/2025,MK
INV03193,C00521,"P00187,P00464,P00537,P00416",10/10/2024,TKO
INV03194,C00843,"P00493,P00194",23/07/2025,CYB
INV03195,C00951,"P00355,P00469,P00285,P00305,P00403",24/01/2025,ST
INV03196,C00858,"P00383,P00480,P00270,P00216,P00474,P00273",18/03/2024,TKO
INV03197,C00291,"P00502,P00258",30/10/2025,ST
INV03198,C01371,"P00383,P00480,P00270,P00216,P00443",18/08/2025,TKO
INV03199,C00006,P00515,09/02/2024,MK
INV03200,C01238,"P00536,P00546,P00509",13/08/2024,MK
INV03201,C00381,P00091,25/03/2024,MK
INV03202,C01473,"P00273,P00193,P00344",18/09/2024,TKO
INV03203,C00339,"P00378,P00312,P00259,P00485,P00124",31/03/2024,MK
INV03204,C00816,"P00258,P00254,P00092,P00347",01/07/2024,CYB
INV03205,C01080,"P00217,P00342,P00395,P00524",10/03/2024,TKO
INV03206,C01105,"P00008,P00483,P00322",31/01/2025,MK
INV03207,C00909,"P00182,P00410,P00317,P00074,P00463",02/08/2024,MK
INV03208,C00588,"P00383,P00480,P00270,P00216",27/03/2024,MK
INV03209,C01355,"P00383,P00480,P00270,P00216,P00305",18/04/2024,CYB
INV03210,C00664,"P00519,P00079,P00237",28/12/2025,TKO
INV03211,C00237,P00042,24/09/2025,MK
INV03212,C00296,"P00383,P00480,P00270,P00216,P00269,P00031",31/05/2024,CYB
INV03213,C00420,"P00431,P00279,P00376,P00364",09/06/2025,CYB
INV03214,C00587,"P00495,P00103",17/03/2024,TKO
INV03215,C00934,"P00278,P00329",16/07/2025,CYB
INV03216,C00433,"P00402,P00048",24/08/2025,ST
INV03217,C00420,"P00383,P00480,P00270,P00216",21/01/2024,ST
INV03218,C01337,P00286,05/05/2024,ST
INV03219,C01085,"P00429,P00091",19/06/2024,MK
INV03220,C01315,"P00036,P00249,P00404",15/09/2024,ST
INV03221,C01260,"P00418,P00186",19/10/2024,MK
INV03222,C01326,"P00437,P00514,P00298",08/12/2025,CYB
INV03223,C00284,"P00246,P00093",30/12/2024,CYB
INV03224,C00811,"P00383,P00480,P00270,P00216,P00424",29/06/2025,ST
INV03225,C00167,"P00239,P00212",08/12/2025,MK
INV03226,C01458,"P00408,P00319,P00541,P00192",19/06/2024,MK
INV03227,C00339,P00470,02/11/2024,CYB
INV03228,C00375,"P00383,P00480,P00270,P00216,P00199,P00080",07/07/2024,TKO
INV03229,C00785,"P00360,P00341",15/10/2024,MK
INV03230,C01238,P00252,19/11/2025,TKO
INV03231,C01183,P00511,19/09/2024,CYB
INV03232,C00247,"P00383,P00480,P00270,P00216",11/02/2024,TKO
INV03233,C00782,"P00383,P00480,P00270,P00216,P00351,P00490",04/03/2024,MK
INV03234,C00800,"P00383,P00480,P00270,P00216,P00476",06/06/2024,ST
INV03235,C00757,"P00383,P00480,P00270,P00216",09/12/2024,CYB
INV03236,C00902,"P00383,P00480,P00270,P00216,P00099,P00037",31/01/2025,CYB
INV03237,C00441,"P00459,P00101,P00460",27/11/2025,MK
INV03238,C01421,"P00496,P00230,P00444,P00247,P00041",24/09/2024,MK
INV03239,C00126,"P00058,P00309,P00168,P00400,P00200",07/08/2024,TKO
INV03240,C00972,"P00383,P00480,P00270,P00216",14/05/2025,CYB
INV03241,C00587,"P00383,P00480,P00270,P00216,P00473",06/03/2024,MK
INV03242,C00799,P00055,16/02/2025,CYB
INV03243,C00452,"P00355,P00183,P00359,P00045",30/05/2024,MK
INV03244,C00123,"P00161,P00367",18/08/2025,TKO
INV03245,C00856,"P00410,P00294,P00448,P00320,P00107",17/08/2024,CYB
INV03246,C01053,"P00490,P00461,P00065,P00519,P00064",18/03/2024,MK
INV03247,C01408,"P00383,P00480,P00270,P00216",02/09/2025,MK
INV03248,C00765,"P00383,P00480,P00270,P00216,P00467",03/01/2025,MK
INV03249,C01073,P00050,25/09/2024,ST
INV03250,C00456,"P00511,P00094",16/09/2024,CYB
INV03251,C01363,"P00336,P00187,P00100,P00171,P00080",27/01/2024,MK
INV03252,C00141,"P00243,P00345",16/08/2024,CYB
INV03253,C00983,P00254,23/10/2025,CYB
INV03254,C00820,"P00382,P00353,P00379",26/04/2024,CYB
INV03255,C00875,"P00387,P00435,P00312",21/08/2025,CYB
INV03256,C00598,"P00383,P00480,P00270,P00216,P00149",30/09/2025,CYB
INV03257,C01385,"P00359,P00140,P00233,P00521",16/06/2025,MK
INV03258,C00983,"P00103,P00337,P00019,P00117,P00102",02/06/2025,TKO
INV03259,C00754,"P00278,P00519,P00196",23/11/2024,MK
INV03260,C01086,"P00484,P00544,P00500,P00178",05/04/2025,ST
INV03261,C01275,"P00330,P00235",15/12/2025,ST
INV03262,C00789,"P00383,P00480,P00270,P00216",31/05/2024,CYB
INV03263,C00522,P00368,29/06/2024,MK
INV03264,C00465,"P00263,P00171,P00506,P00544",14/05/2024,ST
INV03265,C00456,P00093,25/07/2025,MK
INV03266,C01006,"P00176,P00546,P00007,P00230,P00499",01/05/2024,MK
INV03267,C01492,"P00142,P00151",22/04/2024,MK
INV03268,C00698,"P00383,P00480,P00270,P00216",05/04/2024,MK
INV03269,C01000,"P00119,P00454,P00235,P00229,P00172",30/04/2025,CYB
INV03270,C00870,"P00241,P00026,P00224",24/02/2025,MK
INV03271,C00267,"P00087,P00150,P00440",16/10/2025,CYB
INV03272,C00336,P00395,05/04/2024,CYB
INV03273,C00273,P00137,01/07/2024,TKO
INV03274,C00773,"P00211,P00326,P00220",20/12/2024,MK
INV03275,C01451,"P00114,P00176",27/03/2025,ST
INV03276,C00695,"P00443,P00490,P00187,P00392",18/07/2025,TKO
INV03277,C00336,"P00381,P00140,P00214",31/10/2024,CYB
INV03278,C00308,"P00215,P00549,P00494,P00243,P00443",23/05/2024,ST
INV03279,C00723,"P00106,P00212,P00144",22/01/2024,TKO
INV03280,C00192,"P00400,P00537",30/06/2024,TKO
INV03281,C00147,"P00230,P00324,P00013",06/08/2025,CYB
INV03282,C00336,"P00167,P00198,P00463,P00250,P00445",18/10/2024,MK
INV03283,C00032,"P00422,P00009,P00077,P00029",17/08/2024,CYB
INV03284,C00568,"P00383,P00480,P00270,P00216,P00004,P00144",12/05/2024,CYB
INV03285,C01152,"P00135,P00116,P00245,P00353,P00330",22/05/2025,CYB
INV03286,C00072,"P00367,P00417",31/12/2024,CYB
INV03287,C01317,"P00542,P00307",12/03/2025,CYB
INV03288,C00202,"P00131,P00175",26/05/2025,MK
INV03289,C00627,"P00086,P00549,P00022",05/11/2025,MK
INV03290,C00965,"P00011,P00256",15/01/2024,ST
INV03291,C01125,P00101,01/02/2025,CYB
INV03292,C00943,P00041,30/12/2025,TKO
INV03293,C00547,"P00383,P00480,P00270,P00216,P00516",31/12/2025,ST
INV03294,C00104,"P00383,P00480,P00270,P00216",21/05/2024,TKO
INV03295,C00622,"P00516,P00441",25/09/2024,ST
INV03296,C00532,"P00448,P00381,P00006",18/08/2024,CYB
INV03297,C00790,"P00491,P00504,P00170,P00468",08/03/2025,MK
INV03298,C00343,"P00412,P00332,P00378,P00273",15/03/2024,MK
INV03299,C00537,P00287,17/08/2024,MK
INV03300,C00017,"P00017,P00528,P00031",19/02/2025,MK
INV03301,C01185,"P00327,P00391",01/10/2025,MK
INV03302,C00266,"P00380,P00178,P00392,P00135",10/10/2024,MK
INV03303,C00648,"P00216,P00180",07/06/2025,CYB
INV03304,C00694,"P00437,P00176,P00345",06/01/2025,MK
INV03305,C01195,"P00395,P00179,P00319,P00305,P00054",27/04/2024,CYB
INV03306,C00938,"P00248,P00497,P00156,P00100",26/03/2024,MK
INV03307,C01161,P00291,25/06/2024,MK
INV03308,C00663,"P00044,P00259,P00052",07/01/2025,MK
INV03309,C00399,"P00293,P00385,P00522",04/06/2025,ST
INV03310,C01481,P00490,25/08/2024,MK
INV03311,C01484,"P00020,P00516,P00144",03/05/2025,MK
INV03312,C01480,"P00383,P00480,P00270,P00216,P00120",18/08/2024,MK
INV03313,C00507,"P00409,P00469,P00323",22/03/2025,CYB
INV03314,C00275,"P00383,P00480,P00270,P00216",20/01/2025,TKO
INV03315,C00564,P00506,02/04/2025,MK
INV03316,C01428,"P00383,P00480,P00270,P00216",11/02/2024,TKO
INV03317,C01438,"P00493,P00160",01/06/2025,CYB
INV03318,C00115,"P00162,P00315,P00281",03/05/2025,TKO
INV03319,C00357,"P00465,P00523,P00532,P00476",04/12/2025,ST
INV03320,C01176,P00053,21/11/2024,CYB
INV03321,C00457,"P00320,P00372,P00046",30/01/2024,CYB
INV03322,C00004,"P00431,P00109,P00096,P00417",12/05/2025,CYB
INV03323,C00282,P00159,12/08/2024,TKO
INV03324,C01329,"P00223,P00193",02/05/2024,MK
INV03325,C01015,P00521,09/04/2025,MK
INV03326,C00702,"P00383,P00480,P00270,P00216,P00420,P00490",13/07/2024,TKO
INV03327,C00082,"P00488,P00355,P00480",31/03/2025,ST
INV03328,C00718,"P00382,P00057,P00252,P00516,P00392",30/03/2024,MK
INV03329,C00539,"P00158,P00482,P00212",23/06/2025,MK
INV03330,C01469,"P00363,P00462,P00043",19/12/2024,CYB
INV03331,C00885,P00118,19/06/2024,MK
INV03332,C00441,"P00512,P00104,P00130,P00355,P00279",02/09/2025,MK
INV03333,C00667,"P00057,P00334,P00318,P00171,P00197",22/05/2024,TKO
INV03334,C01383,"P00071,P00052,P00154,P00288",14/02/2025,ST
INV03335,C01018,P00474,26/01/2024,CYB
INV03336,C00262,"P00425,P00335,P00128,P00204,P00304",01/08/2025,CYB
INV03337,C00698,"P00378,P00350",29/07/2024,CYB
INV03338,C00283,"P00183,P00054,P00220,P00232",11/07/2025,MK
INV03339,C00164,P00055,19/02/2024,CYB
INV03340,C01113,"P00251,P00418,P00162,P00331",09/02/2025,CYB
INV03341,C01054,"P00306,P00263,P00485",16/12/2024,MK
INV03342,C00457,"P00383,P00480,P00270,P00216,P00041,P00147",21/09/2024,ST
INV03343,C01461,"P00383,P00480,P00270,P00216,P00487",19/04/2024,MK
INV03344,C00999,"P00383,P00480,P00270,P00216,P00535,P00338",26/02/2024,MK
INV03345,C01215,"P00486,P00358,P00109",30/04/2024,MK
INV03346,C00937,"P00404,P00522,P00030,P00274",20/07/2025,CYB
INV03347,C00595,"P00502,P00381",18/08/2025,TKO
INV03348,C00956,"P00376,P00010,P00272,P00498,P00091",20/12/2024,MK
INV03349,C01493,"P00021,P00467,P00126,P00044",16/05/2025,CYB
INV03350,C00304,"P00470,P00488,P00233,P00082",13/10/2024,ST
INV03351,C00188,"P00383,P00480,P00270,P00216,P00399,P00403",28/01/2025,MK
INV03352,C00418,"P00052,P00421",08/11/2025,MK
INV03353,C01103,"P00188,P00282,P00090",16/04/2025,CYB
INV03354,C00172,"P00387,P00532,P00247,P00538",25/12/2025,MK
INV03355,C00744,P00488,18/04/2025,CYB
INV03356,C00401,"P00377,P00477,P00175,P00235,P00364",06/04/2024,ST
INV03357,C01484,P00293,10/03/2024,MK
INV03358,C01449,"P00086,P00234",22/06/2025,CYB
INV03359,C01356,"P00106,P00163,P00073,P00058,P00393",14/03/2024,MK
INV03360,C01272,P00542,22/09/2025,MK
INV03361,C00610,"P00383,P00480,P00270,P00216,P00180",22/02/2025,CYB
INV03362,C00281,"P00478,P00359,P00207,P00166,P00528",20/03/2025,CYB
INV03363,C00640,"P00471,P00262,P00473,P00243",21/01/2025,ST
INV03364,C00744,"P00077,P00035",21/07/2025,MK
INV03365,C01107,P00107,18/11/2024,CYB
INV03366,C00545,"P00070,P00288,P00360",26/02/2025,CYB
INV03367,C00898,P00458,05/06/2024,TKO
INV03368,C00789,"P00187,P00461,P00259",08/01/2025,MK
INV03369,C01096,"P00063,P00434,P00448,P00216",17/12/2024,MK
INV03370,C00222,"P00029,P00379,P00071,P00445",02/11/2025,CYB
INV03371,C01289,"P00383,P00480,P00270,P00216",02/02/2025,TKO
INV03372,C00208,"P00437,P00543,P00216",05/03/2025,MK
INV03373,C00227,"P00217,P00427",12/04/2024,CYB
INV03374,C01045,P00379,17/06/2025,ST
INV03375,C00474,"P00156,P00309,P00252,P00369",28/03/2024,ST
INV03376,C00451,"P00354,P00088",12/04/2024,CYB
INV03377,C00828,"P00150,P00405,P00531,P00071,P00081",19/12/2025,ST
INV03378,C01452,"P00137,P00120,P00545",15/02/2024,MK
INV03379,C00765,"P00383,P00480,P00270,P00216",08/05/2024,TKO
INV03380,C00868,"P00295,P00369,P00067",16/04/2025,TKO
INV03381,C01305,"P00364,P00454",02/01/2025,MK
INV03382,C00568,"P00139,P00132",08/06/2025,CYB
INV03383,C01320,"P00035,P00467,P00050,P00024",02/01/2025,CYB
INV03384,C01194,"P00383,P00480,P00270,P00216",22/03/2024,MK
INV03385,C00533,"P00383,P00480,P00270,P00216,P00232",27/12/2025,MK
INV03386,C00877,"P00072,P00415,P00363",20/08/2025,MK
INV03387,C01476,"P00543,P00033,P00315,P00015",05/05/2025,MK
INV03388,C00759,P00040,08/05/2025,CYB
INV03389,C00437,"P00383,P00480,P00270,P00216,P00309,P00236",11/02/2025,CYB
INV03390,C00115,"P00141,P00315,P00533,P00262",03/10/2024,TKO
INV03391,C00832,"P00383,P00480,P00270,P00216",02/09/2025,CYB
INV03392,C00199,"P00130,P00174,P00363,P00184",23/11/2025,CYB
INV03393,C00294,P00405,08/08/2025,TKO
INV03394,C00304,"P00211,P00474",31/12/2024,MK
INV03395,C01425,"P00315,P00308",25/11/2025,TKO
INV03396,C00235,"P00302,P00392,P00531,P00269",16/07/2024,TKO
INV03397,C00499,"P00306,P00414",28/10/2024,MK
INV03398,C00789,"P00383,P00480,P00270,P00216,P00146",20/10/2024,MK
INV03399,C01091,P00049,14/05/2024,TKO
INV03400,C00530,"P00155,P00077,P00157",14/02/2025,TKO
INV03401,C01233,"P00383,P00480,P00270,P00216,P00057,P00235",04/08/2024,MK
INV03402,C01249,P00328,10/07/2024,CYB
INV03403,C01223,"P00098,P00500,P00444,P00263",10/02/2024,MK
INV03404,C00761,"P00383,P00480,P00270,P00216,P00173",06/12/2025,ST
INV03405,C01226,"P00533,P00517",25/07/2024,CYB
INV03406,C00687,"P00383,P00480,P00270,P00216",09/03/2025,MK
INV03407,C00193,"P00383,P00480,P00270,P00216",05/08/2024,MK
INV03408,C01275,"P00120,P00386,P00046,P00255,P00164",17/02/2024,MK
INV03409,C00498,"P00100,P00042,P00339",01/01/2025,TKO
INV03410,C01027,"P00461,P00257,P00460",13/12/2024,CYB
INV03411,C01011,"P00121,P00457",18/12/2025,CYB
INV03412,C01132,"P00224,P00501,P00246,P00302,P00279",08/10/2025,MK
INV03413,C00262,"P00485,P00312,P00236",20/02/2024,TKO
INV03414,C00224,"P00383,P00480,P00270,P00216,P00397",09/06/2025,CYB
INV03415,C00274,"P00383,P00480,P00270,P00216,P00072,P00129",26/05/2025,MK
INV03416,C00272,"P00423,P00257,P00360,P00376,P00549",20/10/2024,TKO
INV03417,C00595,"P00383,P00480,P00270,P00216",28/01/2025,MK
INV03418,C00857,"P00383,P00480,P00270,P00216",01/06/2025,TKO
INV03419,C00716,P00097,22/10/2024,MK
INV03420,C00339,P00097,07/02/2025,MK
INV03421,C00481,"P00463,P00100,P00128,P00006",11/10/2024,MK
INV03422,C01020,"P00383,P00480,P00270,P00216,P00466",21/07/2024,MK
INV03423,C01071,"P00383,P00480,P00270,P00216,P00476",13/11/2024,CYB
INV03424,C00298,"P00009,P00080,P00549,P00420",29/04/2025,MK
INV03425,C00457,"P00300,P00454,P00494,P00071,P00235",07/06/2025,CYB
INV03426,C00199,P00096,12/03/2025,ST
INV03427,C01029,"P00077,P00105,P00540,P00335",31/12/2024,MK
INV03428,C00666,"P00124,P00157,P00198,P00375",10/06/2024,TKO
INV03429,C00467,"P00383,P00480,P00270,P00216,P00177,P00353",07/03/2025,MK
INV03430,C01010,P00092,29/09/2025,CYB
INV03431,C00746,P00225,27/08/2024,MK
INV03432,C01500,"P00468,P00084,P00453",10/06/2024,MK
INV03433,C00642,"P00360,P00389",04/03/2024,MK
INV03434,C00303,"P00383,P00480,P00270,P00216,P00541,P00012",29/11/2025,CYB
INV03435,C00590,P00408,08/07/2025,TKO
INV03436,C01409,"P00383,P00480,P00270,P00216",02/10/2025,CYB
INV03437,C01317,"P00383,P00480,P00270,P00216",12/03/2025,CYB
INV03438,C00141,"P00083,P00400,P00335,P00099,P00121",04/04/2024,ST
INV03439,C00355,P00146,03/03/2024,MK
INV03440,C01267,"P00383,P00480,P00270,P00216",26/12/2024,TKO
INV03441,C00790,"P00282,P00037,P00436,P00179",03/06/2024,CYB
INV03442,C00727,"P00298,P00498,P00511,P00419,P00367",10/06/2024,MK
INV03443,C00733,"P00129,P00525,P00413",12/01/2025,CYB
INV03444,C00011,"P00383,P00480,P00270,P00216",06/10/2025,CYB
INV03445,C00564,"P00008,P00299",27/01/2024,CYB
INV03446,C01396,"P00383,P00480,P00270,P00216",25/12/2025,MK
INV03447,C00129,P00402,21/12/2025,TKO
INV03448,C00402,P00450,01/10/2024,CYB
INV03449,C00165,P00280,31/07/2024,CYB
INV03450,C00141,P00083,20/09/2025,MK
INV03451,C00245,"P00298,P00040",06/04/2024,TKO
INV03452,C00917,"P00149,P00391",24/09/2025,TKO
INV03453,C01223,"P00078,P00108,P00205,P00167",07/12/2024,MK
INV03454,C01344,"P00383,P00480,P00270,P00216,P00366",02/02/2024,CYB
INV03455,C00786,"P00383,P00480,P00270,P00216",18/06/2025,TKO
INV03456,C01431,"P00290,P00004",05/12/2025,TKO
INV03457,C00605,"P00468,P00511,P00375",22/10/2025,MK
INV03458,C01097,P00528,31/01/2025,CYB
INV03459,C00198,"P00179,P00305,P00114",02/05/2024,MK
INV03460,C00394,"P00459,P00005",08/01/2025,TKO
INV03461,C00388,"P00383,P00480,P00270,P00216,P00315",03/02/2025,MK
INV03462,C01320,"P00107,P00353,P00272",25/04/2025,TKO
INV03463,C00771,"P00389,P00524,P00048,P00067",11/04/2024,ST
INV03464,C00150,"P00293,P00400",23/03/2025,TKO
INV03465,C01367,"P00289,P00138,P00163",04/04/2024,ST
INV03466,C00156,"P00044,P00381,P00432",10/12/2024,ST
INV03467,C00496,"P00094,P00012,P00152",14/12/2025,ST
INV03468,C01490,P00142,10/07/2025,CYB
INV03469,C00285,"P00058,P00512,P00054,P00256",23/07/2025,CYB
INV03470,C00845,"P00245,P00517",07/09/2025,CYB
INV03471,C01376,"P00465,P00058",12/03/2025,CYB
INV03472,C01207,P00346,20/03/2024,MK
INV03473,C00427,"P00023,P00329",14/02/2025,MK
INV03474,C00787,"P00142,P00465,P00229,P00467",17/01/2025,ST
INV03475,C01354,"P00520,P00027,P00512,P00497,P00201",10/08/2024,ST
INV03476,C00671,"P00383,P00480,P00270,P00216,P00275,P00124",13/08/2024,MK
INV03477,C00648,"P00521,P00196",10/10/2025,TKO
INV03478,C00799,"P00077,P00404,P00048,P00352,P00121",28/05/2024,CYB
INV03479,C01256,"P00177,P00416,P00338,P00095",30/03/2025,MK
INV03480,C01121,P00320,01/03/2024,TKO
INV03481,C00552,"P00110,P00185,P00338,P00449,P00357",16/05/2025,CYB
INV03482,C00744,"P00383,P00480,P00270,P00216",25/06/2025,MK
INV03483,C00375,"P00383,P00480,P00270,P00216,P00317,P00280",01/08/2024,CYB
INV03484,C00677,"P00257,P00266,P00491,P00011,P00421",09/12/2024,ST
INV03485,C00851,"P00383,P00480,P00270,P00216,P00232,P00147",29/12/2024,CYB
INV03486,C00270,P00413,11/08/2024,TKO
INV03487,C00834,"P00090,P00302,P00333",06/01/2024,MK
INV03488,C01383,"P00046,P00074,P00342,P00277,P00031",21/10/2025,MK
INV03489,C00069,"P00383,P00480,P00270,P00216,P00154",14/06/2024,CYB
INV03490,C00549,"P00383,P00480,P00270,P00216",07/04/2024,CYB
INV03491,C00816,"P00095,P00536",10/12/2024,CYB
INV03492,C00765,"P00244,P00521,P00146",12/03/2025,MK
INV03493,C00520,"P00032,P00100,P00013,P00322",20/11/2024,MK
INV03494,C01489,"P00062,P00183",19/07/2024,MK
INV03495,C01447,"P00092,P00479,P00502,P00099,P00041",22/02/2025,MK
INV03496,C00626,"P00488,P00377,P00231,P00128",18/06/2025,MK
INV03497,C00585,"P00383,P00480,P00270,P00216,P00495,P00464",15/01/2025,CYB
INV03498,C00035,"P00262,P00060",20/10/2025,TKO
INV03499,C00354,"P00383,P00480,P00270,P00216",04/12/2025,MK
INV03500,C00824,"P00383,P00480,P00270,P00216,P00230",25/04/2025,CYB
INV03501,C01422,"P00402,P00391,P00207",20/09/2025,MK
INV03502,C00208,P00070,16/01/2024,MK
INV03503,C00814,"P00226,P00519",30/11/2024,CYB
INV03504,C00888,"P00474,P00020",26/05/2024,CYB
INV03505,C01507,"P00252,P00107",15/08/2024,CYB
